index,is_calib_neg,meta_score
12090,1,0.4757261926791006
15509,1,0.464759612272046
10563,1,0.4539304410218319
13440,1,0.4548806515745592
12946,1,0.4849459924723128
7274,1,0.4785412658389782
7845,1,0.4645322868452753
11255,1,0.4565632091291505
7323,1,0.451234136824802
3364,1,0.5079511008073182
4508,1,0.4393203045330834
10198,1,0.4476618934285049
15676,1,0.4738794771413719
8067,1,0.4725090912269839
11502,1,0.4588180020637503
3483,1,0.4304199297239988
6186,1,0.4869097800389362
8593,1,0.4749909125095423
3604,1,0.4242476568707848
11128,1,0.4566801342369285
12990,1,0.4145421685754555
8016,1,0.4828373963605099
8223,1,0.4570900745180851
15872,1,0.4473005957431478
11747,1,0.467721015018125
8589,1,0.4589373527028789
3822,1,0.5248216150335442
7198,1,0.4791539623675243
14438,1,0.4291713503059269
11576,1,0.4806669030003974
7168,1,0.4729214679855316
13394,1,0.4585689219818751
11196,1,0.4894741384666458
14863,1,0.4611973449121408
12891,1,0.4780542082742181
15198,1,0.4645230305550435
14468,1,0.4288745099543764
13965,1,0.4637622416091341
12019,1,0.4465762075679638
12571,1,0.4843669851107162
10467,1,0.5317471924112488
6585,1,0.4440134626553125
5257,1,0.4831201473785551
12089,1,0.4117373820855511
3644,1,0.4707873050702409
11442,1,0.4765334262381964
15218,1,0.4693615038360731
15795,1,0.5004059367919694
2822,1,0.4701941464293016
8760,1,0.4920632046394815
15395,1,0.4431824646251833
3300,1,0.4379396130526727
7938,1,0.4606614902269175
13016,1,0.4463811230429679
11467,1,0.4860637023305413
7829,1,0.4101860935599377
12247,1,0.4346601544191152
16191,1,0.4480611216145567
8032,1,0.5016194999497039
16147,1,0.446949659803867
12402,1,0.4601251765499078
7334,1,0.474021798063661
16033,1,0.4576992763822353
3605,1,0.4877629769762936
15707,1,0.4255645385825768
10317,1,0.4817577029099612
4864,1,0.4516756382027397
2826,1,0.4643443110864896
16021,1,0.4362063745053023
3772,1,0.4296110651304167
8071,1,0.4793205534246872
1799,1,0.4612022703530074
8913,1,0.4295643249787494
10416,1,0.4463480511342024
3756,1,0.4898620460158513
11497,1,0.4217837633242434
15801,1,0.4467432520287258
10354,1,0.4764095330045506
8247,1,0.4710687349331615
12661,1,0.4871711289513892
4100,1,0.4634158101282231
14352,1,0.4427430437879737
14423,1,0.4923336966633014
15728,1,0.5190247547768243
11074,1,0.5021003714218446
6467,1,0.5441588931717697
11260,1,0.4691402521352874
10237,1,0.5089582181859764
15668,1,0.4030245868930941
13085,1,0.3945419210612154
15865,1,0.4783407527252321
2789,1,0.4808312554954882
5757,1,0.4079707131812372
4728,1,0.4295121297483639
8699,1,0.4705302062670649
7074,1,0.4761577059056345
14239,1,0.4258750758537966
4201,1,0.4436798032678333
5013,1,0.5295583396027955
14070,1,0.4609347135225876
8362,1,0.4777324767039637
5268,1,0.4435093350740286
8992,1,0.4430896458341155
16056,1,0.4754502093210665
8592,1,0.4463816259920369
14385,1,0.4674291039176111
4375,1,0.4565911396926284
15646,1,0.4067951165492551
8480,1,0.4378126453067775
3859,1,0.4854053485979668
9085,1,0.5012987245670747
5887,1,0.4655743527276356
14906,1,0.4525521705943937
13970,1,0.4475306334969893
11899,1,0.4649375504091081
15503,1,0.4770548672936001
12743,1,0.4871692452502866
7529,1,0.443812531612251
7960,1,0.524840048776192
12064,1,0.4617306496104991
12471,1,0.4543710639564238
3951,1,0.4483807051974617
14165,1,0.4690738983953731
11825,1,0.4507502172049699
3509,1,0.4264907770571388
12628,1,0.497572945976705
15886,1,0.4918906403811445
15428,1,0.4482800031017401
13173,1,0.4186417016257148
3882,1,0.4491743364772328
8192,1,0.4840738442878661
7579,1,0.487027972379995
12316,1,0.4897242197049379
13637,1,0.478321404174809
6156,1,0.4649590757918531
2838,1,0.4314932695922929
6183,1,0.4674699956251982
5625,1,0.4291229273402088
4937,1,0.4658505807357919
10343,1,0.4313217533017189
11054,1,0.5192435529309107
11553,1,0.5025229368135151
11700,1,0.4727528087402171
6102,1,0.4741512078779188
15942,1,0.4207972491701305
8035,1,0.4930239857456098
13957,1,0.4806495204386698
4311,1,0.4631749128123706
12217,1,0.4412389360378423
8996,1,0.4953705216924582
3629,1,0.4679365168197594
5449,1,0.4599331284025645
11783,1,0.4793086416566487
11146,1,0.4853807197536574
8839,1,0.4746194199514686
8920,1,0.4574390428941163
15441,1,0.4518046953038216
3679,1,0.4580985253634067
1765,1,0.4724473019884753
14168,1,0.454021821961292
4105,1,0.4711171134504762
13339,1,0.4565171617653242
5287,1,0.4508053318534218
6062,1,0.4522285338729789
5861,1,0.4431625292820755
12646,1,0.4281594772455662
13230,1,0.4152357558356268
13890,1,0.4465971068848446
5581,1,0.5481779538660234
13540,1,0.4980641535786724
14716,1,0.4559732638662115
13239,1,0.396401424617874
15472,1,0.4296241654859769
8236,1,0.4738335531152508
13571,1,0.5048542003709146
14063,1,0.4118502077448105
12361,1,0.496532903898453
13869,1,0.5038439058648982
11994,1,0.4626282704538338
3819,1,0.4628518697768363
3635,1,0.4846063299393199
8568,1,0.4575672320517149
12993,1,0.4363647230718922
15826,1,0.4381719132893452
16012,1,0.490694251654756
15957,1,0.4645502825806833
11801,1,0.4004428625455444
9105,1,0.4193678426068948
13912,1,0.4572248638745398
13875,1,0.454910181620565
13829,1,0.4415317916588241
4382,1,0.4430275938268588
7742,1,0.4966738978904673
15464,1,0.4190342448526822
12024,1,0.4616097756536068
13463,1,0.4414005132260682
15317,1,0.4395408790299462
11817,1,0.4629702805858603
12153,1,0.469332877242307
3791,1,0.4510028221288084
8776,1,0.4724969858493762
11998,1,0.4551736575165636
8175,1,0.4744177659426616
4193,1,0.5395529882950888
10248,1,0.5696611244682732
13116,1,0.4575103862169011
8070,1,0.4827580647799938
8788,1,0.4433590191560317
14011,1,0.4760207356894602
